iter	Logloss
207	0.2602485528
208	0.2600577601
209	0.2598263929
210	0.2596393669
211	0.2595160665
212	0.2593084788
213	0.2591184189
214	0.2589653412
215	0.2588023218
216	0.2585636273
217	0.2582986165
218	0.2581149567
219	0.257942982
220	0.2576303523
221	0.257516916
222	0.2573216139
223	0.2571905885
224	0.2570917262
225	0.2568707682
226	0.2566939614
227	0.2564497238
228	0.2563523533
229	0.2562552456
230	0.2560411806
231	0.2559261915
232	0.2557245488
233	0.2556435976
234	0.2555910683
235	0.2553551104
236	0.2551195583
237	0.2548665992
238	0.2546219187
239	0.2544215721
240	0.254221821
241	0.2541242927
242	0.2539449449
243	0.253784754
244	0.253630727
245	0.2535080836
246	0.2533734537
247	0.2532989564
248	0.2531098493
249	0.2529467055
250	0.2527195272
251	0.252580621
252	0.2524120454
253	0.2522226203
254	0.252070323
255	0.2519324317
256	0.2518314259
257	0.2516462084
258	0.2515155353
259	0.2513168406
260	0.2512124021
261	0.2510691633
262	0.250944151
263	0.250544844
264	0.250395431
265	0.2502393037
266	0.2501987765
267	0.2501269957
268	0.2500178266
269	0.2498090532
270	0.2496988168
271	0.2496041888
272	0.2492936898
273	0.2490536635
274	0.2488629109
275	0.2487672372
276	0.2485800317
277	0.2484517478
278	0.2483323205
279	0.2482020147
280	0.2481317981
281	0.2480163364
282	0.2477718602
283	0.2476991472
284	0.2475496093
285	0.2474106025
286	0.2472676142
287	0.2470841081
288	0.2469389922
289	0.246876534
290	0.2467197163
291	0.2464913619
292	0.2463547295
293	0.2461603687
294	0.2460520478
295	0.2458913597
296	0.2457501861
297	0.2456467091
298	0.2455196412
299	0.2453166042
300	0.2451777633
301	0.2450754072
302	0.2449160428
303	0.2448041122
304	0.2446928126
305	0.2446155012
306	0.2444414761
307	0.2442909951
308	0.2441819248
309	0.2440323081
310	0.243902685
311	0.2436483328
312	0.2434807451
313	0.2433836485
314	0.2432441533
315	0.243069898
316	0.2429630083
317	0.2428476806
318	0.242733326
319	0.2425734955
320	0.2425179391
321	0.2424001777
322	0.2421989689
323	0.2420702723
324	0.2419656482
325	0.2417524667
326	0.2415461066
327	0.2414287198
328	0.241361319
329	0.2412362717
330	0.2410937159
331	0.2410315392
332	0.2409074571
333	0.2407674937
334	0.2406642608
335	0.2404798329
336	0.2403504779
337	0.2401910782
338	0.2400806957
339	0.2399077379
340	0.2397999262
341	0.2396386363
342	0.2394893016
343	0.2392974252
344	0.2392304969
345	0.2391215793
346	0.2390044531
347	0.2388438248
348	0.2387258112
349	0.2386444131
350	0.2385532786
351	0.2384154736
352	0.2382419984
353	0.2381922912
354	0.2380401204
355	0.237987394
356	0.2378482647
357	0.2377547651
358	0.23766242
359	0.2375443894
360	0.2374171792
361	0.2372444239
362	0.2371393592
363	0.2370010644
364	0.2369197226
365	0.2366840884
366	0.2365117324
367	0.2364162183
368	0.236267205
369	0.2360933344
370	0.2359194605
371	0.2358085133
372	0.2356609917
373	0.2354941486
374	0.235454516
375	0.2353286993
376	0.2352022442
377	0.2351009642
378	0.2349433122
379	0.2348367964
380	0.2346534542
381	0.2345240691
382	0.2343793648
383	0.234267777
384	0.2341805988
385	0.2340945212
386	0.2338941968
387	0.2338034679
388	0.2336864786
389	0.2335119285
390	0.2334291393
391	0.2332970668
392	0.233188865
393	0.2331333986
394	0.2329561653
395	0.2328131775
396	0.2326798589
397	0.232476113
398	0.2323839235
399	0.2322776149
400	0.2321901419
401	0.2320458001
402	0.2318811944
403	0.231819545
404	0.2317081505
405	0.2316199157
406	0.2315784744
407	0.2314925012
408	0.2313143935
409	0.2312168255
410	0.2310739295
411	0.2309969136
412	0.2309215945
413	0.2307957668
414	0.2306637833
415	0.2305216485
416	0.2303533394
417	0.2302609824
418	0.2300789268
419	0.2299847622
420	0.2298804529
421	0.2298122914
422	0.229688084
423	0.2295730508
424	0.2294845047
425	0.2293655005
426	0.2291926511
427	0.2291311478
428	0.2290084534
429	0.2288794441
430	0.2287968525
431	0.2287278604
432	0.2286133095
433	0.2284957201
434	0.2283763962
435	0.2282252715
436	0.2280388172
437	0.2279879306
438	0.2279195411
439	0.2277514072
440	0.2276824906
441	0.2275632236
442	0.2273880785
443	0.2272893947
444	0.2271522968
445	0.2270707975
446	0.2269533037
447	0.2267602661
448	0.2265847004
449	0.226475936
450	0.2264073651
451	0.2262466285
452	0.2260830899
453	0.225987343
454	0.2259089348
455	0.225799059
456	0.2256673139
457	0.2255766603
458	0.225485151
459	0.2254325723
460	0.2253086217
461	0.2251731717
462	0.2251045237
463	0.2249244666
464	0.2248105812
465	0.2247038475
466	0.2246143929
467	0.2244987298
468	0.2244061649
469	0.2242912225
470	0.224177954
471	0.2240997521
472	0.224010385
473	0.2238886693
474	0.2237662992
475	0.2236608505
476	0.223526786
477	0.2234489512
478	0.223300632
479	0.2231674225
480	0.2230630201
481	0.2228798128
482	0.2227784028
483	0.2225684513
484	0.2224712251
485	0.2222880445
486	0.2221850712
487	0.2220707066
488	0.2219488337
489	0.2218837634
490	0.2217529556
491	0.2216876911
492	0.2215832672
493	0.2214977634
494	0.221421306
495	0.2213408414
496	0.2212584447
497	0.2211211719
498	0.221053977
499	0.2209341682
500	0.2208556548
501	0.220770129
502	0.2206568405
503	0.2205021323
504	0.2203766572
505	0.2202734694
506	0.2201995706
507	0.2201033526
508	0.2200639832
509	0.2199877488
510	0.2199508042
511	0.2198566097
512	0.2197643914
513	0.2197235971
514	0.2195869274
515	0.2195100448
516	0.2194217993
517	0.2192824321
518	0.2191628938
519	0.2190462336
520	0.2189365006
521	0.2188590867
522	0.2187209086
523	0.2186587544
524	0.2185622586
525	0.2184786389
526	0.2183920006
527	0.2183218522
528	0.2181966734
529	0.2181052289
530	0.2180002931
531	0.21790236
532	0.2177862419
533	0.2176981728
534	0.2176125614
535	0.2175323457
536	0.2174428626
537	0.217377241
538	0.2173055864
539	0.2171836191
540	0.2170792707
541	0.2170062927
542	0.2169142153
543	0.2167985835
544	0.2167169461
545	0.2166234971
546	0.2165336126
547	0.2164322787
548	0.2163380008
549	0.2162571224
550	0.2161334282
551	0.2160383113
552	0.2159357584
553	0.2158414482
554	0.2157401972
555	0.2156894477
556	0.2155696718
557	0.2154965414
558	0.2153954604
559	0.2152956008
560	0.2152297755
561	0.2151317332
562	0.215031482
563	0.2149550337
564	0.2148446753
565	0.2147976088
566	0.2146595012
567	0.2145528332
568	0.21448111
569	0.2143733241
570	0.2142775596
571	0.2141834883
572	0.214112618
573	0.2140451121
574	0.2139215649
575	0.2137933455
576	0.2137048828
577	0.2136049456
578	0.2135105981
579	0.2133627875
580	0.2132782116
581	0.2132178717
582	0.213088587
583	0.2130037708
584	0.2128885531
585	0.2128161358
586	0.2127537318
587	0.2126536299
588	0.2124879885
589	0.2123697652
590	0.2122690115
591	0.2121018661
592	0.2120226386
593	0.2119314729
594	0.2118475418
595	0.2117490934
596	0.2116382854
597	0.2115137665
598	0.2114331766
599	0.2113359287
600	0.2112665394
601	0.2111617564
602	0.2109560359
603	0.2108795852
604	0.2107491136
605	0.2106648523
606	0.2105669871
607	0.210483966
608	0.2103540967
609	0.2102484707
610	0.2101700618
611	0.2100984246
612	0.2100057295
613	0.2099227375
614	0.2097995125
615	0.2096996484
616	0.2096088827
617	0.2094884552
618	0.2093837606
619	0.2093029276
620	0.2091968764
621	0.2091140787
622	0.2089649251
623	0.2088481288
624	0.2088112135
625	0.2086996696
626	0.2085908483
627	0.208505875
628	0.2084204292
629	0.208339029
630	0.2082930894
631	0.2082272016
632	0.2081492681
633	0.2080616333
634	0.2080035451
635	0.2079220719
636	0.2078113085
637	0.2077383645
638	0.2076346023
639	0.2075706571
640	0.2075058212
641	0.2074001141
642	0.2073026227
643	0.2072417228
644	0.207123779
645	0.2070334079
646	0.2069781187
647	0.2069231151
648	0.2068358812
649	0.206752708
650	0.2066582902
651	0.2065517821
652	0.2064518527
653	0.2063828095
654	0.2063171377
655	0.2062336794
656	0.2061350828
657	0.2060186259
658	0.2059547263
659	0.2058803917
660	0.2057613616
661	0.205690606
662	0.2055912759
663	0.2055282006
664	0.2054743468
665	0.2054022591
666	0.2053348893
667	0.2052361099
668	0.2051548529
669	0.2051025091
670	0.2050073718
671	0.204855751
672	0.2047821269
673	0.2047189273
674	0.2046174835
675	0.2045244309
676	0.2044563342
677	0.2043627111
678	0.2042529319
679	0.2041916707
680	0.2041153145
681	0.2039970719
682	0.2038999529
683	0.2038401098
684	0.2037217064
685	0.2035783959
686	0.2035000786
687	0.2033450501
688	0.2032870756
689	0.2032334823
690	0.2031798777
691	0.2031530488
692	0.2030712682
693	0.2029953158
694	0.2029154683
695	0.2028161538
696	0.2027404473
697	0.2026449263
698	0.2025683319
699	0.2025182821
700	0.2024434894
701	0.202368789
702	0.2022637101
703	0.2021907039
704	0.2021428256
705	0.2020315743
706	0.2019678712
707	0.2018728925
708	0.201771357
709	0.2016725153
710	0.2015721536
711	0.2014862238
712	0.2014201935
713	0.2013370733
714	0.201291371
715	0.2011845351
716	0.2010915774
717	0.2009805245
718	0.200936748
719	0.2008493016
720	0.2007391863
721	0.2006227532
722	0.2005138184
723	0.2004367546
724	0.2004011673
725	0.2003681223
726	0.200306692
727	0.2002122453
728	0.2001176143
729	0.2000440244
730	0.199981488
731	0.1999053844
732	0.1998338276
733	0.1997909789
734	0.1996859635
735	0.1996322335
736	0.1995955742
737	0.1995545032
738	0.1994630439
739	0.1993955177
740	0.1993532516
741	0.1992804634
742	0.1992034398
743	0.1991213992
744	0.199033934
745	0.1989280335
746	0.1988308337
747	0.1987552323
748	0.1986480702
749	0.198558105
750	0.1985003424
751	0.1984514429
752	0.1983648784
753	0.1982810698
754	0.1981984267
755	0.198129699
756	0.1980658189
757	0.1979555935
758	0.1978763876
759	0.1977704597
760	0.1977034078
761	0.1976371782
762	0.1975781424
763	0.1975440791
764	0.1974942104
765	0.1973707889
766	0.1972701636
767	0.1971356427
768	0.1970635618
769	0.1969676981
770	0.1968761867
771	0.1967878076
772	0.1966813939
773	0.1965147315
774	0.1964397169
775	0.196345513
776	0.1963002817
777	0.1962073973
778	0.196131636
779	0.1960983332
780	0.1960242571
781	0.1959287704
782	0.1959080065
783	0.1958582411
784	0.195799387
785	0.1957199954
786	0.1956520519
787	0.1955892015
788	0.1955363099
789	0.1954685387
790	0.1954069763
791	0.1953269572
792	0.1952312943
793	0.1951665443
794	0.1950812984
795	0.1949834656
796	0.1949067366
797	0.1948236548
798	0.1947601569
799	0.1946009794
800	0.1945466194
801	0.1944715036
802	0.1944001289
803	0.194319234
804	0.1941632442
805	0.1940995273
806	0.1940440287
807	0.1940018923
808	0.1939354498
809	0.1938486479
810	0.1937670535
811	0.1937170656
812	0.1936763465
813	0.1936375599
814	0.1935925271
815	0.1934683054
816	0.1934113871
817	0.1933552775
818	0.1932897022
819	0.1931232858
820	0.1930553603
821	0.1929982581
822	0.1928788584
823	0.1927632917
824	0.1926946437
825	0.1926334226
826	0.1924971543
827	0.1924445399
828	0.1924092384
829	0.1923523801
830	0.1922650695
831	0.1921868643
832	0.1921713026
833	0.1920840814
834	0.1919926211
835	0.1919247666
836	0.1918674264
837	0.1917726389
838	0.1916170506
839	0.1915650898
840	0.1914723919
841	0.1914463077
842	0.1913612915
843	0.191272809
844	0.1911804351
845	0.1911005414
846	0.1910142826
847	0.1908579918
848	0.1908187959
849	0.1907553633
850	0.19068665
851	0.1906333903
852	0.1905680554
853	0.1904536531
854	0.1903419974
855	0.1902849815
856	0.1901655719
857	0.190093174
858	0.1900181171
859	0.189983152
860	0.1898764657
861	0.1898176104
862	0.1897118546
863	0.1896440127
864	0.1895806174
865	0.1895523533
866	0.1894526431
867	0.1893727829
868	0.1893076824
869	0.189186075
870	0.1891042557
871	0.1890592712
872	0.1889459067
873	0.1888910878
874	0.1887861376
875	0.1887009826
876	0.1886218282
877	0.1885180824
878	0.1884713177
879	0.1884131656
880	0.1883595815
881	0.1882532839
882	0.1882016744
883	0.1881503767
884	0.1880588146
885	0.1880020739
886	0.187929932
887	0.1878608263
888	0.1877564893
889	0.1877131286
890	0.1876631965
891	0.18760795
892	0.1875509941
893	0.1874874224
894	0.1874321103
895	0.1873517535
896	0.1873164649
897	0.1872655522
898	0.1871856812
899	0.1871429154
900	0.1870718762
901	0.186983642
902	0.1868844502
903	0.1867754082
904	0.1866887362
905	0.1865964143
906	0.1865222631
907	0.1864267091
908	0.1863538544
909	0.1862979873
910	0.1862235251
911	0.1861649553
912	0.1861344161
913	0.1860771537
914	0.1860254529
915	0.1859407269
916	0.1858848347
917	0.1858368943
918	0.1857701798
919	0.1856894072
920	0.1856261234
921	0.1855471827
922	0.1855086731
923	0.1854391454
924	0.1853740686
925	0.1853252748
926	0.1852754679
927	0.1851483967
928	0.1850462362
929	0.1849713018
930	0.1848907858
931	0.1848223381
932	0.1847631056
933	0.1847118868
934	0.1846532569
935	0.1845941314
936	0.1844854693
937	0.1844459105
938	0.184365999
939	0.184299993
940	0.1842395949
941	0.1841660811
942	0.1840880791
943	0.1839434764
944	0.1838871286
945	0.1838573362
946	0.1837936165
947	0.1837203148
948	0.1836572763
949	0.1835965398
950	0.183538943
951	0.1834723509
952	0.1834135128
953	0.1833720244
954	0.1833156189
955	0.183236
956	0.1831875863
957	0.1831305109
958	0.183067816
959	0.1829943863
960	0.1829138646
961	0.1828190699
962	0.1827883009
963	0.1826827906
964	0.1826358501
965	0.1825625836
966	0.1825044408
967	0.1824586421
968	0.1823850677
969	0.1822853253
970	0.182205749
971	0.1821336092
972	0.1820815706
973	0.1820303474
974	0.1819557302
975	0.1818932548
976	0.1818544031
977	0.181800073
978	0.181737993
979	0.1816680372
980	0.1815645026
981	0.181483747
982	0.1814378826
983	0.1813109528
984	0.181229548
985	0.1811593031
986	0.1811222953
987	0.1810754777
988	0.1810191727
989	0.1809314015
990	0.1808859301
991	0.1807477848
992	0.1806956888
993	0.180597316
994	0.1805198254
995	0.1804833575
996	0.1804311986
997	0.1803745297
998	0.1802527406
999	0.180161559
